Vendor Name,Invoice Number,Purchase Order (PO) ID,Payment Status,Discount Due Date,Asset ID,Asset Description,Acquisition Date,Depreciation Method,Useful Life (Years),Salvage Value
Bridgeport Packaging,INV-870269,PO-53452,Partial,2019-01-31,VH-0829,Company Car,2019-01-16,Double Declining Balance,15,4839.7
Nexus Software,INV-220784,PO-28664,Overdue,2021-02-03,FF-0830,Desk,2021-01-24,Units of Production,3,5140.53
Meridian Consulting,INV-329580,PO-44340,Pending,2026-02-28,IT-0831,Laptop,2026-01-29,Sum-of-Years-Digits,5,4849.14
Crestview Landscaping,INV-206105,PO-12751,Pending,2025-04-05,VH-0832,Van,2025-03-21,Units of Production,3,8231.8
Metro Print & Copy,INV-490437,PO-96626,Pending,2020-04-29,VH-0833,Forklift,2020-03-30,MACRS,10,6690.87
Keystone Legal Services,INV-933511,PO-34856,Pending,2026-02-10,IT-0834,Laptop,2025-12-27,MACRS,5,43741.75
Nexus Software,INV-900149,PO-90744,Scheduled,2026-11-14,FF-0835,Conference Table,2026-10-15,Double Declining Balance,20,12155.94
Crestview Landscaping,INV-393678,PO-26575,Scheduled,2025-02-01,VH-0836,Forklift,2025-01-02,MACRS,5,2088.44
Quantum Electronics,INV-633320,PO-60871,Scheduled,2024-07-10,IT-0837,Printer,2024-06-25,Sum-of-Years-Digits,20,9657.78
Pacific Fleet Services,INV-606773,PO-74853,Partial,2024-12-10,VH-0838,Forklift,2024-10-26,Sum-of-Years-Digits,20,12690.19
Apex Janitorial,INV-515131,PO-38651,Overdue,2023-07-11,VH-0839,Van,2023-07-01,Units of Production,5,21359.35
Quantum Electronics,INV-188109,PO-48672,Partial,2023-04-09,FF-0840,Filing Cabinet,2023-03-25,MACRS,15,1593.73
Sterling Furniture,INV-528818,PO-58170,Partial,2021-08-10,EQ-0841,CNC Machine,2021-07-31,Sum-of-Years-Digits,10,14267.67
Vanguard Equipment Co,INV-476536,PO-20802,Overdue,2023-04-26,VH-0842,Company Car,2023-04-16,MACRS,5,10295.46
Redwood Analytics,INV-140140,PO-81568,Pending,2025-02-27,FF-0843,Chair,2025-02-17,Sum-of-Years-Digits,3,1917.4
Meridian Consulting,INV-986516,PO-45974,Pending,2026-08-27,FF-0844,Filing Cabinet,2026-07-28,MACRS,20,35417.05
Pinnacle Manufacturing,INV-523426,PO-63183,Scheduled,2025-03-04,IT-0845,Monitor,2025-02-02,Straight-Line,7,22037.31
Pacific Fleet Services,INV-597484,PO-40634,Scheduled,2026-05-18,EQ-0846,Compressor,2026-05-03,MACRS,5,30869.57
Keystone Legal Services,INV-549622,PO-64747,Pending,2025-04-27,EQ-0847,CNC Machine,2025-03-13,Units of Production,3,14604.18
BlueSky Marketing,INV-873644,PO-11268,Partial,2025-04-16,FF-0848,Chair,2025-04-06,Sum-of-Years-Digits,15,15896.62
Horizon Telecom,INV-715467,PO-13046,Scheduled,2021-08-26,EQ-0849,HVAC Unit,2021-07-12,Straight-Line,20,13428.06
Bridgeport Packaging,INV-166803,PO-80056,Partial,2020-08-07,FF-0850,Conference Table,2020-07-23,Double Declining Balance,10,10390.37
Pacific Fleet Services,INV-279750,PO-23672,Scheduled,2020-04-19,BL-0851,Warehouse Expansion,2020-03-20,Double Declining Balance,20,22493.63
TechVault Solutions,INV-504639,PO-47200,Pending,2026-11-07,IT-0852,Server,2026-09-23,Double Declining Balance,5,3494.31
Evergreen Facilities,INV-442645,PO-63852,Partial,2026-06-04,EQ-0853,Generator,2026-05-25,Double Declining Balance,7,7047.52
Greenfield Energy,INV-236243,PO-36958,Overdue,2020-07-27,EQ-0854,Generator,2020-06-12,Units of Production,10,42692.16
Harbor Freight Supplies,INV-818102,PO-70156,Overdue,2027-01-30,VH-0855,Forklift,2026-12-16,Double Declining Balance,15,6733.44
Acme Office Supplies,INV-444867,PO-84609,Partial,2020-09-21,IT-0856,Printer,2020-08-07,Units of Production,15,18466.75
BlueSky Marketing,INV-463627,PO-48987,Partial,2025-06-27,IT-0857,Monitor,2025-06-17,MACRS,20,43473.7
Harbor Freight Supplies,INV-503350,PO-96386,Pending,2021-02-01,VH-0858,Van,2020-12-18,MACRS,15,22125.9
Greenfield Energy,INV-406068,PO-97380,Paid,2023-06-10,VH-0859,Van,2023-05-31,Double Declining Balance,7,33436.53
Bridgeport Packaging,INV-628896,PO-52731,Partial,2024-08-28,BL-0860,Office Renovation,2024-07-14,Units of Production,7,3357.97
Atlas Cloud Services,INV-828221,PO-98555,Partial,2021-11-16,BL-0861,Office Renovation,2021-11-01,Units of Production,10,457.53
Horizon Telecom,INV-243110,PO-52875,Partial,2023-07-09,EQ-0862,Generator,2023-06-24,Units of Production,3,4448.4
BlueSky Marketing,INV-247068,PO-71707,Overdue,2019-10-17,BL-0863,Parking Lot,2019-10-07,Double Declining Balance,5,36106.01
Atlas Cloud Services,INV-276636,PO-20169,Paid,2019-03-25,VH-0864,Forklift,2019-03-15,Sum-of-Years-Digits,3,22676.13
Pinnacle Manufacturing,INV-658155,PO-38333,Partial,2024-01-09,VH-0865,Van,2023-12-10,Straight-Line,20,1752.41
Harbor Freight Supplies,INV-151028,PO-59465,Pending,2026-02-23,EQ-0866,CNC Machine,2026-02-13,Double Declining Balance,10,1989.77
Sterling Furniture,INV-453492,PO-35185,Paid,2021-09-19,IT-0867,Laptop,2021-09-04,Double Declining Balance,10,1552.43
Quantum Electronics,INV-443032,PO-52294,Scheduled,2020-02-15,VH-0868,Truck,2020-01-31,Double Declining Balance,10,8920.54
Catalyst Training Group,INV-439075,PO-32756,Paid,2021-06-12,EQ-0869,Generator,2021-04-28,Units of Production,5,3725.08
Metro Print & Copy,INV-954678,PO-46497,Scheduled,2022-07-29,EQ-0870,Compressor,2022-07-19,Sum-of-Years-Digits,10,3486.08
TechVault Solutions,INV-206759,PO-80278,Scheduled,2019-10-18,EQ-0871,CNC Machine,2019-10-03,Double Declining Balance,15,25958.8
Vanguard Equipment Co,INV-821027,PO-51676,Partial,2020-02-23,EQ-0872,Compressor,2020-01-24,Straight-Line,7,6750.92
Horizon Telecom,INV-113937,PO-40488,Paid,2019-04-28,EQ-0873,Compressor,2019-03-14,MACRS,15,24054.94
Phoenix Data Centers,INV-244237,PO-59089,Partial,2020-06-22,VH-0874,Company Car,2020-05-23,Sum-of-Years-Digits,5,10089.03
Meridian Consulting,INV-565280,PO-53082,Pending,2020-10-28,VH-0875,Truck,2020-09-13,Sum-of-Years-Digits,5,38518.57
Horizon Telecom,INV-124844,PO-40016,Overdue,2026-03-31,BL-0876,Warehouse Expansion,2026-03-21,Sum-of-Years-Digits,20,19917.16
Cornerstone IT,INV-437260,PO-34057,Partial,2021-05-03,VH-0877,Van,2021-04-23,Straight-Line,15,24583.42
Summit Logistics,INV-231660,PO-22027,Pending,2024-07-16,VH-0878,Truck,2024-07-06,MACRS,20,7172.06
Granite Construction,INV-272132,PO-35891,Pending,2021-05-02,BL-0879,Office Renovation,2021-04-17,Units of Production,10,22877.77
Atlas Cloud Services,INV-311184,PO-45633,Partial,2025-11-01,FF-0880,Filing Cabinet,2025-10-17,Straight-Line,15,23030.89
Sterling Furniture,INV-870627,PO-66810,Pending,2023-08-04,VH-0881,Company Car,2023-06-20,Units of Production,10,14001.74
Acme Office Supplies,INV-861945,PO-33029,Overdue,2023-05-27,IT-0882,Monitor,2023-04-12,Units of Production,15,10305.25
BlueSky Marketing,INV-449421,PO-27911,Partial,2022-07-21,FF-0883,Conference Table,2022-06-06,Double Declining Balance,15,19462.71
Pinnacle Manufacturing,INV-524206,PO-64502,Partial,2021-02-25,IT-0884,Router,2021-02-15,Sum-of-Years-Digits,20,20234.7
Nexus Software,INV-230524,PO-60439,Scheduled,2024-07-28,BL-0885,Office Renovation,2024-06-28,Double Declining Balance,10,12978.92
Meridian Consulting,INV-160507,PO-95315,Partial,2023-12-23,FF-0886,Conference Table,2023-11-23,Units of Production,20,19044.31
Oasis Water Services,INV-129628,PO-97251,Pending,2021-10-22,EQ-0887,Generator,2021-10-07,Sum-of-Years-Digits,7,25877.72
Catalyst Training Group,INV-982393,PO-31158,Paid,2024-02-24,FF-0888,Chair,2024-02-09,Straight-Line,15,29321.36
Phoenix Data Centers,INV-543489,PO-31734,Partial,2020-02-28,EQ-0889,Generator,2020-01-14,Sum-of-Years-Digits,15,18722.21
Trident HVAC Systems,INV-862998,PO-21648,Paid,2022-07-06,BL-0890,Warehouse Expansion,2022-05-22,MACRS,20,17655.04
Phoenix Data Centers,INV-106732,PO-32072,Partial,2022-11-26,FF-0891,Chair,2022-11-11,Straight-Line,20,16232.29
Greenfield Energy,INV-278922,PO-33121,Overdue,2019-11-28,BL-0892,Warehouse Expansion,2019-10-14,Double Declining Balance,20,12170.44
Trident HVAC Systems,INV-694639,PO-37862,Pending,2020-07-19,EQ-0893,Compressor,2020-07-04,Double Declining Balance,15,16576.65
TechVault Solutions,INV-214499,PO-93418,Pending,2021-02-02,FF-0894,Conference Table,2021-01-18,Straight-Line,10,30812.58
Evergreen Facilities,INV-346184,PO-72638,Partial,2020-02-01,IT-0895,Monitor,2019-12-18,Straight-Line,3,4911.01
Acme Office Supplies,INV-201546,PO-37665,Scheduled,2019-10-08,IT-0896,Switch,2019-09-08,Straight-Line,15,41091.85
Nexus Software,INV-488796,PO-99372,Overdue,2025-11-04,EQ-0897,HVAC Unit,2025-10-05,Sum-of-Years-Digits,7,18184.69
Harbor Freight Supplies,INV-446297,PO-23130,Paid,2021-10-08,EQ-0898,HVAC Unit,2021-09-08,Units of Production,15,3043.57
Crestview Landscaping,INV-393042,PO-42576,Overdue,2026-12-15,VH-0899,Truck,2026-10-31,Units of Production,15,5900.36
Catalyst Training Group,INV-769068,PO-52229,Paid,2026-10-26,BL-0900,Warehouse Expansion,2026-09-11,Sum-of-Years-Digits,20,2511.66
Crestview Landscaping,INV-742349,PO-20665,Overdue,2019-08-06,EQ-0901,Compressor,2019-07-07,Units of Production,15,14030.14
Bridgeport Packaging,INV-645316,PO-84959,Scheduled,2024-05-14,EQ-0902,CNC Machine,2024-05-04,Straight-Line,15,8096.39
Pinnacle Manufacturing,INV-221297,PO-73198,Scheduled,2024-08-11,FF-0903,Conference Table,2024-08-01,Double Declining Balance,5,27538.67
Cornerstone IT,INV-442360,PO-60264,Overdue,2021-05-31,IT-0904,Laptop,2021-05-16,Double Declining Balance,10,10231.29
Oasis Water Services,INV-860652,PO-74482,Paid,2022-01-05,IT-0905,Switch,2021-11-21,Sum-of-Years-Digits,5,31554.56
Crestview Landscaping,INV-500189,PO-95710,Scheduled,2021-07-15,FF-0906,Conference Table,2021-07-05,Units of Production,20,31320.42
Keystone Legal Services,INV-456765,PO-87620,Pending,2021-08-28,FF-0907,Desk,2021-08-13,Straight-Line,7,1566.56
Apex Janitorial,INV-164891,PO-87340,Scheduled,2023-03-02,FF-0908,Conference Table,2023-02-15,Double Declining Balance,15,9732.66
Crestview Landscaping,INV-644998,PO-96998,Scheduled,2023-06-23,FF-0909,Filing Cabinet,2023-05-09,MACRS,20,41578.35
Cornerstone IT,INV-411242,PO-38692,Partial,2020-04-26,IT-0910,Router,2020-03-12,Units of Production,10,5974.33
Pinnacle Manufacturing,INV-822049,PO-26182,Overdue,2025-10-29,VH-0911,Truck,2025-09-29,MACRS,15,8132.68
Pacific Fleet Services,INV-949566,PO-53665,Pending,2026-02-12,EQ-0912,CNC Machine,2026-01-28,Double Declining Balance,20,5838.13
Crestview Landscaping,INV-954602,PO-96409,Pending,2021-07-20,VH-0913,Company Car,2021-07-10,Straight-Line,20,9791.04
Granite Construction,INV-175312,PO-79185,Overdue,2023-06-25,EQ-0914,HVAC Unit,2023-05-26,Sum-of-Years-Digits,7,21646.31
Trident HVAC Systems,INV-944178,PO-17094,Overdue,2021-04-24,IT-0915,Server,2021-03-10,Units of Production,7,33350.67
Metro Print & Copy,INV-328732,PO-35644,Paid,2020-11-16,EQ-0916,HVAC Unit,2020-11-01,Sum-of-Years-Digits,7,16905.21
Oasis Water Services,INV-159067,PO-22589,Overdue,2025-06-25,VH-0917,Company Car,2025-06-15,Units of Production,10,31480.19
Atlas Cloud Services,INV-255785,PO-92178,Partial,2019-08-13,BL-0918,Parking Lot,2019-08-03,Double Declining Balance,7,17957.64
TechVault Solutions,INV-280865,PO-95563,Partial,2020-05-16,EQ-0919,HVAC Unit,2020-05-01,Straight-Line,7,25214.71
Phoenix Data Centers,INV-186651,PO-25997,Partial,2024-04-28,FF-0920,Conference Table,2024-03-14,MACRS,7,240.79
Cornerstone IT,INV-775908,PO-66840,Overdue,2019-05-20,FF-0921,Desk,2019-04-05,MACRS,15,5161.61
Pinnacle Manufacturing,INV-834781,PO-12588,Partial,2020-03-13,IT-0922,Switch,2020-02-12,MACRS,15,5425.52
Harbor Freight Supplies,INV-928446,PO-95419,Paid,2025-02-20,IT-0923,Router,2025-01-06,Double Declining Balance,15,22269.87
Silverline Insurance,INV-939398,PO-51195,Paid,2020-05-10,BL-0924,Parking Lot,2020-04-25,Straight-Line,5,252.43
Pinnacle Manufacturing,INV-136705,PO-21090,Paid,2025-06-28,VH-0925,Truck,2025-06-13,MACRS,15,12050.67
Evergreen Facilities,INV-644675,PO-48456,Scheduled,2023-02-13,EQ-0926,Generator,2023-01-29,Units of Production,5,4514.15
Pinnacle Manufacturing,INV-821347,PO-22977,Paid,2025-08-05,FF-0927,Filing Cabinet,2025-06-21,Double Declining Balance,15,17923.42
TechVault Solutions,INV-720529,PO-57063,Overdue,2021-02-24,FF-0928,Chair,2021-02-09,Double Declining Balance,5,21030.29
Oasis Water Services,INV-271252,PO-62436,Partial,2026-02-06,IT-0929,Router,2025-12-23,Straight-Line,7,7383.64
Vanguard Equipment Co,INV-763874,PO-94616,Pending,2026-09-17,VH-0930,Van,2026-08-03,Sum-of-Years-Digits,3,26469.57
Apex Janitorial,INV-127168,PO-89116,Pending,2026-05-31,EQ-0931,Compressor,2026-05-16,Straight-Line,7,23815.5
Vanguard Equipment Co,INV-480443,PO-53714,Overdue,2020-06-04,BL-0932,Warehouse Expansion,2020-05-25,Double Declining Balance,3,12680.81
Crestview Landscaping,INV-210103,PO-26187,Pending,2021-08-12,IT-0933,Laptop,2021-07-13,MACRS,10,6274.73
Oasis Water Services,INV-395694,PO-82291,Overdue,2022-07-24,IT-0934,Router,2022-06-09,MACRS,7,25007.86
Greenfield Energy,INV-810737,PO-79688,Scheduled,2019-07-31,FF-0935,Conference Table,2019-07-16,MACRS,5,15550.5
Quantum Electronics,INV-847868,PO-30380,Pending,2023-08-22,BL-0936,Office Renovation,2023-07-08,Double Declining Balance,7,457.31
Nexus Software,INV-361212,PO-98895,Scheduled,2025-06-12,IT-0937,Switch,2025-05-13,Units of Production,20,15227.22
Trident HVAC Systems,INV-548544,PO-78235,Pending,2024-03-05,EQ-0938,CNC Machine,2024-02-19,Sum-of-Years-Digits,10,12293.54
Metro Print & Copy,INV-865411,PO-41462,Paid,2020-01-22,EQ-0939,CNC Machine,2019-12-23,Double Declining Balance,3,10333.17
Apex Janitorial,INV-633392,PO-27881,Partial,2019-09-03,FF-0940,Conference Table,2019-08-24,Units of Production,3,28298.97
Redwood Analytics,INV-882150,PO-10955,Partial,2026-09-17,EQ-0941,Generator,2026-09-07,MACRS,15,9397.9
Oasis Water Services,INV-276718,PO-98410,Scheduled,2022-11-29,BL-0942,Parking Lot,2022-11-14,Double Declining Balance,15,1637.25
Atlas Cloud Services,INV-278765,PO-58927,Paid,2019-12-04,VH-0943,Forklift,2019-11-04,Sum-of-Years-Digits,3,13839.24
Bridgeport Packaging,INV-377611,PO-37926,Paid,2026-08-28,BL-0944,Office Renovation,2026-08-13,MACRS,7,9666.09
Nexus Software,INV-611984,PO-17536,Overdue,2021-07-09,BL-0945,Office Renovation,2021-06-09,Straight-Line,10,33448.75
Catalyst Training Group,INV-857526,PO-34400,Partial,2024-03-30,FF-0946,Filing Cabinet,2024-02-29,Sum-of-Years-Digits,3,189.65
Acme Office Supplies,INV-261177,PO-63833,Paid,2020-04-05,EQ-0947,Compressor,2020-02-20,Units of Production,3,17698.85
Acme Office Supplies,INV-549148,PO-33878,Scheduled,2020-10-29,VH-0948,Company Car,2020-09-29,Sum-of-Years-Digits,10,9358.51
Greenfield Energy,INV-476687,PO-36013,Paid,2024-01-16,VH-0949,Van,2023-12-02,Double Declining Balance,7,22598.14
Evergreen Facilities,INV-268099,PO-97320,Pending,2019-06-29,EQ-0950,HVAC Unit,2019-06-14,Units of Production,20,16168.2
Silverline Insurance,INV-849019,PO-26703,Overdue,2022-01-03,EQ-0951,HVAC Unit,2021-12-24,Units of Production,15,22166.18
Redwood Analytics,INV-624288,PO-11788,Pending,2023-05-27,IT-0952,Laptop,2023-05-12,Straight-Line,3,2461.15
Silverline Insurance,INV-395932,PO-73691,Paid,2022-12-17,BL-0953,Parking Lot,2022-11-02,Units of Production,3,13954.74
Cornerstone IT,INV-376331,PO-42421,Partial,2025-12-19,BL-0954,Office Renovation,2025-12-04,Double Declining Balance,5,12243.35
Pacific Fleet Services,INV-719914,PO-92432,Pending,2026-12-13,BL-0955,Parking Lot,2026-12-03,Double Declining Balance,5,9935.78
Greenfield Energy,INV-118519,PO-90801,Pending,2020-08-09,IT-0956,Monitor,2020-06-25,Straight-Line,5,17555.35
Crestview Landscaping,INV-332548,PO-54063,Partial,2019-09-11,EQ-0957,CNC Machine,2019-07-28,Units of Production,20,32807.15
TechVault Solutions,INV-468075,PO-64797,Pending,2024-11-03,IT-0958,Monitor,2024-09-19,Sum-of-Years-Digits,3,7430.55
Quantum Electronics,INV-322274,PO-47397,Partial,2019-07-29,IT-0959,Laptop,2019-07-14,Sum-of-Years-Digits,3,28077.78
Bridgeport Packaging,INV-450520,PO-49892,Paid,2025-10-30,EQ-0960,Compressor,2025-10-20,Straight-Line,7,30811.67
Silverline Insurance,INV-916639,PO-87189,Scheduled,2019-03-12,FF-0961,Filing Cabinet,2019-02-25,MACRS,20,22180.1
Sterling Furniture,INV-760140,PO-88883,Paid,2021-10-02,VH-0962,Company Car,2021-09-02,Straight-Line,3,15372.22
Apex Janitorial,INV-749079,PO-54944,Overdue,2026-05-19,VH-0963,Company Car,2026-05-04,Units of Production,3,3850.13
Phoenix Data Centers,INV-364792,PO-83445,Overdue,2021-04-22,IT-0964,Server,2021-04-07,Sum-of-Years-Digits,5,14600.55
BlueSky Marketing,INV-628345,PO-12867,Pending,2026-02-02,EQ-0965,Generator,2026-01-23,MACRS,10,14185.67
Vanguard Equipment Co,INV-827505,PO-34928,Partial,2026-11-08,FF-0966,Desk,2026-10-24,Units of Production,15,2780.29
Silverline Insurance,INV-509203,PO-62540,Scheduled,2024-12-30,VH-0967,Company Car,2024-12-20,Sum-of-Years-Digits,15,13599.0
Meridian Consulting,INV-929053,PO-77213,Partial,2021-02-02,VH-0968,Van,2021-01-23,MACRS,15,9400.48
Trident HVAC Systems,INV-224888,PO-32427,Pending,2024-12-20,FF-0969,Chair,2024-11-20,Straight-Line,7,16806.36
Granite Construction,INV-239430,PO-45446,Paid,2021-10-02,IT-0970,Switch,2021-09-02,Double Declining Balance,5,45169.8
Harbor Freight Supplies,INV-487040,PO-52540,Paid,2021-05-20,IT-0971,Switch,2021-05-10,MACRS,7,23418.31
Vanguard Equipment Co,INV-110913,PO-56593,Pending,2020-08-15,BL-0972,Warehouse Expansion,2020-07-01,Sum-of-Years-Digits,7,2231.93
Atlas Cloud Services,INV-821541,PO-60067,Overdue,2021-11-24,BL-0973,Parking Lot,2021-11-14,MACRS,15,4498.76
Granite Construction,INV-946969,PO-61834,Pending,2021-06-08,VH-0974,Forklift,2021-04-24,Units of Production,7,7405.44
Cornerstone IT,INV-294015,PO-33083,Pending,2023-12-13,VH-0975,Company Car,2023-11-13,MACRS,3,10079.13
Pacific Fleet Services,INV-513345,PO-89668,Pending,2021-02-07,IT-0976,Monitor,2021-01-08,Straight-Line,5,17828.31
Pinnacle Manufacturing,INV-652367,PO-27995,Paid,2019-12-07,VH-0977,Company Car,2019-10-23,MACRS,20,6894.63
Greenfield Energy,INV-145864,PO-27324,Pending,2023-05-12,IT-0978,Laptop,2023-03-28,Straight-Line,3,35025.85
Vanguard Equipment Co,INV-994141,PO-21136,Pending,2020-08-17,IT-0979,Laptop,2020-08-07,Double Declining Balance,15,33420.03
Pacific Fleet Services,INV-158589,PO-81241,Overdue,2025-06-08,VH-0980,Forklift,2025-04-24,MACRS,7,9223.38
Greenfield Energy,INV-977116,PO-64432,Pending,2019-04-07,IT-0981,Router,2019-03-28,Straight-Line,7,3470.79
Bridgeport Packaging,INV-400780,PO-39607,Partial,2021-07-17,VH-0982,Company Car,2021-07-07,Straight-Line,10,4030.56
Pacific Fleet Services,INV-449935,PO-25512,Overdue,2020-12-05,VH-0983,Truck,2020-11-25,Straight-Line,7,5785.89
Quantum Electronics,INV-812437,PO-65737,Pending,2019-07-12,VH-0984,Company Car,2019-06-27,Sum-of-Years-Digits,15,12353.64
Catalyst Training Group,INV-378293,PO-20009,Paid,2022-04-20,IT-0985,Monitor,2022-03-21,Double Declining Balance,10,18330.46
Phoenix Data Centers,INV-923704,PO-72709,Paid,2026-05-25,FF-0986,Chair,2026-05-10,Straight-Line,10,18604.18
Apex Janitorial,INV-503720,PO-56217,Overdue,2023-11-16,VH-0987,Truck,2023-10-17,Units of Production,7,2622.29
Ironclad Security,INV-785720,PO-42231,Partial,2024-07-09,BL-0988,Parking Lot,2024-05-25,Units of Production,7,6256.41
Granite Construction,INV-849649,PO-65291,Scheduled,2024-09-12,BL-0989,Parking Lot,2024-07-29,MACRS,5,6337.26
Phoenix Data Centers,INV-991913,PO-12248,Overdue,2026-10-26,IT-0990,Server,2026-10-11,MACRS,7,100.7
Pacific Fleet Services,INV-916470,PO-28264,Overdue,2020-07-11,IT-0991,Monitor,2020-07-01,Units of Production,7,39559.17
Pinnacle Manufacturing,INV-222930,PO-28753,Partial,2025-04-22,VH-0992,Van,2025-03-08,Straight-Line,5,2454.07
Trident HVAC Systems,INV-599988,PO-87847,Pending,2023-11-05,IT-0993,Switch,2023-10-06,Straight-Line,3,23912.2
Pinnacle Manufacturing,INV-953238,PO-64590,Pending,2023-02-20,IT-0994,Server,2023-02-05,Double Declining Balance,3,510.37
Pacific Fleet Services,INV-776171,PO-11731,Overdue,2020-08-26,EQ-0995,HVAC Unit,2020-07-27,Straight-Line,20,10368.89
Pinnacle Manufacturing,INV-973128,PO-65524,Partial,2019-09-13,BL-0996,Office Renovation,2019-09-03,MACRS,15,2196.04
Trident HVAC Systems,INV-646833,PO-59487,Pending,2021-12-22,VH-0997,Company Car,2021-11-22,Double Declining Balance,5,14062.1
Nexus Software,INV-686462,PO-89309,Paid,2025-12-20,VH-0998,Company Car,2025-12-10,Units of Production,5,34988.72
Pacific Fleet Services,INV-544828,PO-35523,Overdue,2022-08-20,EQ-0999,Compressor,2022-07-06,Straight-Line,3,22316.8
Greenfield Energy,INV-667875,PO-23954,Paid,2019-12-15,BL-1000,Warehouse Expansion,2019-11-15,Double Declining Balance,3,5843.72
